City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,paita,-5.0892,-81.1144,27.87,65,100,6.83,PE,1710013715
299,bubaque,11.2833,-15.8333,25.36,71,7,7.45,GW,1710013715
300,suncho corral,-27.9336,-63.4294,38.82,36,50,5.42,AR,1710013715
301,amloh,30.6084,76.2319,14.23,47,99,3.03,IN,1710013716
302,castillos,-34.1667,-53.8333,28.79,61,22,6.85,UY,1710013716
303,shixing,24.9482,114.0657,11.45,95,96,0.76,CN,1710013716
304,northam,51.0333,-4.2167,8.67,89,100,7.07,GB,1710013716
305,terbuny,52.1389,38.2789,-5.76,96,100,1.98,RU,1710013717
306,gabarin,11.1093,10.4441,31.63,26,72,1.67,NG,1710013717
307,sungailiat,-1.85,106.1333,25.44,88,100,2.41,ID,1710013717
308,la passe,45.5549,-0.8967,8.34,92,32,3.06,FR,1710013717
309,ad darb,17.7229,42.2526,26.74,61,2,1.96,SA,1710013718
310,jepelacio,-6.1167,-76.95,25.57,79,100,1.14,PE,1710013718
311,namibe,-15.1961,12.1522,24.64,84,100,3.39,AO,1710013718
312,lucapa,-8.4192,20.7447,20.48,95,91,0.85,AO,1710013719
313,jonquiere,48.4165,-71.2488,5.06,51,100,4.63,CA,1710013716
314,port blair,11.6667,92.75,27.02,78,40,1.03,IN,1710013719
315,st. john's,47.5649,-52.7093,-0.47,93,100,14.4,CA,1710013518
316,kerikeri,-35.2268,173.9474,18.18,82,87,5.3,NZ,1710013720
317,vitebsk,55.1905,30.2033,-2.54,75,64,1.99,BY,1710013720
318,east london,-33.0153,27.9116,23.25,84,11,3.93,ZA,1710013720
319,zhuanghe,39.7008,122.9911,-0.17,81,0,1.24,CN,1710013721
320,dalbandin,28.8947,64.4101,18.3,66,99,2.92,PK,1710013721
321,al qaryatayn,34.2296,37.2407,8.67,75,0,1.48,SY,1710013721
322,nogliki,51.8333,143.1667,-17.03,99,86,2.24,RU,1710013722
323,eilat,29.5581,34.9482,19.91,28,79,0.0,IL,1710013722
324,palembang,-2.9167,104.7458,25.05,100,40,2.06,ID,1710013723
325,vordingborg,55.008,11.9106,3.32,100,86,11.69,DK,1710013724
326,kattivakkam,13.2167,80.3167,28.05,74,2,3.66,IN,1710013724
327,zhalantun,48.0,122.7167,-9.73,82,78,2.79,CN,1710013724
328,okhotsk,59.3833,143.3,-22.66,96,52,3.17,RU,1710013725
329,kavaratti,10.5669,72.642,27.92,71,5,4.97,IN,1710013725
330,bereeda,11.8704,51.0579,26.39,78,60,2.22,SO,1710013725
331,sagua la grande,22.8067,-80.0756,32.55,43,40,3.16,CU,1710013726
332,lerwick,60.1545,-1.1494,5.0,73,22,7.5,GB,1710013726
333,mogadishu,2.0371,45.3438,27.43,74,4,7.81,SO,1710013726
334,hilo,19.7297,-155.09,24.6,91,100,1.79,US,1710013727
335,kayangel,8.0823,134.7173,27.23,80,100,8.69,PW,1710013727
336,rundu,-17.9333,19.7667,20.07,93,100,2.19,NA,1710013727
337,pacific grove,36.6177,-121.9166,17.16,69,40,3.13,US,1710013499
338,yulinshi,38.2906,109.7494,3.64,34,100,1.98,CN,1710013728
339,magadan,59.5667,150.8,-11.37,95,100,3.54,RU,1710013728
340,quiindy,-25.9667,-57.2667,33.13,54,100,2.34,PY,1710013729
341,inhambane,-23.865,35.3833,27.99,78,40,5.36,MZ,1710013729
342,mezhdurechensk,53.6942,88.0603,-9.26,96,100,1.42,RU,1710013729
343,cabedelo,-6.9811,-34.8339,31.37,75,92,4.56,BR,1710013564
344,bogande,12.9714,-0.1436,32.81,10,49,2.4,BF,1710013730
345,mar del plata,-38.0023,-57.5575,24.01,54,0,6.71,AR,1710013599
346,iskateley,67.6803,53.1512,-22.77,100,100,1.34,RU,1710013731
347,betioky,-23.7167,44.3833,23.97,81,100,1.76,MG,1710013731
348,nabire,-3.3667,135.4833,25.02,92,100,1.14,ID,1710013731
349,valparaiso,-33.0393,-71.6273,31.13,39,0,6.17,CL,1710013557
350,isla mujeres,21.2311,-86.731,30.09,73,0,6.9,MX,1710013732
351,pathein,16.7833,94.7333,23.29,51,5,3.87,MM,1710013732
352,howrah,22.5892,88.3103,21.0,68,0,0.0,IN,1710013733
353,ayaviri,-14.8864,-70.5889,17.73,42,94,1.52,PE,1710013733
354,linxia chengguanzhen,35.6003,103.2064,0.0,87,100,2.9,CN,1710013733
355,rio grande,-32.035,-52.0986,30.06,64,84,2.62,BR,1710013734
356,kill devil hills,36.0307,-75.676,17.0,95,100,6.69,US,1710013734
357,baturaja,-4.1333,104.1667,22.78,99,99,0.9,ID,1710013707
358,corner brook,48.9667,-57.9484,-0.91,67,8,3.04,CA,1710013734
359,ingeniero jacobacci,-41.3427,-69.5448,19.19,28,14,10.28,AR,1710013735
360,cole harbour,44.6724,-63.4751,6.66,69,96,2.37,CA,1710013735
361,huron,41.1501,-82.5499,6.69,85,100,6.75,US,1710013736
362,winnemucca,40.973,-117.7357,9.03,34,0,3.09,US,1710013736
363,tottori,35.5,134.2333,3.15,60,40,4.62,JP,1710013736
364,staro nagorichane,42.1981,21.8286,8.69,86,88,2.31,MK,1710013737
365,hasaki,35.7333,140.8333,-2.78,52,0,6.77,JP,1710013738
366,daru,-9.0763,143.2092,25.43,92,96,2.64,PG,1710013738
367,nova sintra,14.8667,-24.7167,19.67,74,17,7.14,CV,1710013739
368,san luis de la loma,17.2706,-100.8939,29.01,50,0,4.47,MX,1710013739
369,bel ombre,-4.6167,55.4167,27.91,83,20,1.54,SC,1710013739
370,purulha,15.2667,-90.2,26.09,22,0,2.09,GT,1710013740
371,chhor,25.5167,69.7667,22.89,18,78,2.91,PK,1710013741
372,quellon,-43.1167,-73.6167,14.04,71,100,3.82,CL,1710013741
373,vilhena,-12.7406,-60.1458,24.12,88,75,3.09,BR,1710013741
374,sao gabriel,-30.3364,-54.32,30.05,66,47,1.7,BR,1710013742
375,tateyama,34.9833,139.8667,5.05,53,0,8.63,JP,1710013742
376,kirakira,-10.4544,161.9205,27.46,87,97,2.74,SB,1710013743
377,bei'an,24.5399,109.533,12.23,92,100,1.64,CN,1710013743
378,saipan,15.1355,145.701,25.39,88,100,4.63,MP,1710013744
379,puerto deseado,-47.7503,-65.8938,18.37,30,3,9.97,AR,1710013745
380,nar'yan-mar,67.6713,53.087,-22.72,100,100,1.34,RU,1710013746
381,prince rupert,54.3161,-130.3201,7.83,75,0,2.06,CA,1710013746
382,cloverdale,38.8055,-123.0172,12.88,87,100,0.45,US,1710013747
383,acapulco de juarez,16.8634,-99.8901,28.9,65,20,3.6,MX,1710013507
384,parapat,2.663,98.9349,19.23,95,81,0.2,ID,1710013747
385,katsuren-haebaru,26.3369,127.8719,15.01,67,40,3.6,JP,1710013748
386,reggane,26.7158,0.1714,24.52,13,0,4.65,DZ,1710013749
387,jianguang,28.1938,115.7836,8.52,80,5,0.42,CN,1710013750
388,mili,6.0815,171.735,27.46,82,73,11.38,MH,1710013750
389,chunar,25.1333,82.9,17.03,37,2,1.99,IN,1710013751
390,keflavik,64.0049,-22.5624,6.24,81,75,9.26,IS,1710013752
391,sosnovo-ozerskoye,52.5249,111.5418,-17.97,100,81,0.63,RU,1710013752
392,new plymouth,-39.0667,174.0833,12.95,56,50,1.19,NZ,1710013753
393,pacasmayo,-7.4006,-79.5714,25.79,70,97,6.51,PE,1710013754
394,villa gesell,-37.2639,-56.973,24.47,57,0,13.05,AR,1710013755
395,boca suno,-0.7167,-77.1333,24.77,79,99,1.35,EC,1710013755
396,berdigestyakh,62.0989,126.6992,-18.39,99,100,0.55,RU,1710013756
397,nacozari viejo,30.4,-109.65,15.59,27,8,3.09,MX,1710013757
398,penha,-26.7694,-48.6458,28.83,83,40,3.09,BR,1710013758
399,kabo,7.6994,18.629,28.59,21,0,1.04,CF,1710013758
400,huinan,42.6225,126.2614,-4.27,41,0,1.85,CN,1710013759
401,whakatane,-37.9585,176.9854,13.62,84,52,1.34,NZ,1710013759
402,kitama,-10.7167,39.7333,23.18,97,100,1.08,TZ,1710013760
403,bantay,17.5847,120.3892,23.38,73,100,3.09,PH,1710013760
404,akureyri,65.6835,-18.0878,-0.04,80,0,0.51,IS,1710013761
405,abancay,-13.6339,-72.8814,22.98,62,100,2.81,PE,1710013761
406,taungoo,18.9333,96.4333,21.19,54,0,1.52,MM,1710013761
407,coquimbo,-29.9533,-71.3436,21.85,64,0,6.17,CL,1710013762
408,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,74,40,2.57,BR,1710013762
409,benguela,-12.5763,13.4055,27.5,80,100,1.62,AO,1710013762
410,murzuq,25.9155,13.9184,20.5,21,0,3.84,LY,1710013763
411,puerto armuelles,8.2833,-82.8667,33.99,64,4,1.34,PA,1710013763
412,novosergiyevka,52.0934,53.6528,-9.55,97,99,1.22,RU,1710013764
413,spring creek,40.7266,-115.5859,5.95,52,25,1.62,US,1710013764
414,phan rang-thap cham,11.5667,108.9833,22.7,85,91,2.64,VN,1710013765
415,levuka,50.1834,-105.4011,0.84,81,49,2.89,CA,1710013765
416,nemuro,43.3236,145.575,-3.75,70,100,0.9,JP,1710013766
417,katabu,-4.9333,122.5167,24.63,94,100,1.68,ID,1710013766
418,bathsheba,13.2167,-59.5167,29.34,74,20,5.66,BB,1710013766
419,lompoc,34.6391,-120.4579,18.62,68,20,3.6,US,1710013768
420,kununurra,-15.7667,128.7333,25.99,100,100,1.03,AU,1710013489
421,shiyan,32.6475,110.7781,9.17,64,100,0.37,CN,1710013768
422,harrisonburg,38.4496,-78.8689,8.13,97,100,0.0,US,1710013769
423,kashgar,39.4547,75.9797,7.56,31,0,4.0,CN,1710013769
424,jieyang,23.5289,116.3642,9.96,88,100,1.34,CN,1710013769
425,port hedland,-20.3167,118.5667,29.03,84,40,2.06,AU,1710013770
426,nichinan,31.6,131.3667,5.82,77,93,3.9,JP,1710013770
427,viedma,-40.8135,-62.9967,25.69,18,0,6.86,AR,1710013218
428,saacow,1.6279,42.4407,28.01,62,1,7.03,SO,1710013771
429,phongsali,21.6833,102.1058,10.95,64,6,0.21,LA,1710013771
430,haiku-pauwela,20.9219,-156.3051,22.92,81,75,8.75,US,1710013772
431,north battleford,52.7834,-108.2847,0.78,80,0,4.63,CA,1710013772
432,lebowakgomo,-24.2,29.5,21.25,66,9,2.87,ZA,1710013772
433,yayas de viajama,18.6071,-70.9275,28.92,51,36,4.81,DO,1710013773
434,lishu,43.3047,124.3278,-2.83,45,0,2.83,CN,1710013773
435,lupane,-18.9315,27.807,24.6,55,96,1.89,ZW,1710013773
436,xinzhou,38.4092,112.7333,3.74,45,7,0.77,CN,1710013774
437,urucara,-2.5364,-57.76,29.39,70,100,2.37,BR,1710013774
438,puerto santa,-8.9906,-78.6456,24.84,76,100,4.8,PE,1710013774
439,puerto real,36.5282,-6.1901,14.09,67,40,10.29,ES,1710013774
440,hotan,37.0997,79.9269,7.03,33,3,0.79,CN,1710013775
441,kavadarci,41.4331,22.0119,9.04,84,100,1.66,MK,1710013775
442,vidyayevo,69.3191,32.8049,-0.33,98,100,2.68,RU,1710013775
443,cedeira,43.6797,-8.0209,9.66,75,100,13.06,ES,1710013776
444,sao vicente,-23.9631,-46.3919,34.1,55,100,1.54,BR,1710013776
445,coari,-4.085,-63.1414,27.55,91,100,1.78,BR,1710013696
446,salaqi,40.5414,110.5108,1.56,29,92,0.2,CN,1710013777
447,mahriz,31.5917,54.4318,11.28,34,68,1.39,IR,1710013777
448,ataq,14.5377,46.8319,20.73,80,100,1.29,YE,1710013778
449,richmond,37.5538,-77.4603,14.0,95,100,8.23,US,1710013503
450,nizhniy odes,63.6445,54.856,-28.47,100,99,1.65,RU,1710013778
451,ulsteinvik,62.3432,5.8487,3.2,65,2,1.34,NO,1710013778
452,narvik,68.4384,17.4272,-3.33,81,34,3.0,NO,1710013779
453,gambiran satu,-8.3939,114.1464,23.38,96,100,2.0,ID,1710013779
454,khairpur mir's,27.5295,68.7617,20.0,18,100,2.44,PK,1710013779
455,tolanaro,-25.0319,46.9987,26.04,89,40,6.17,MG,1710013780
456,ta'if,21.2703,40.4158,17.56,15,0,2.14,SA,1710013780
457,barra de santo antonio,-9.4047,-35.5072,31.6,73,94,4.15,BR,1710013780
458,manokwari,-0.8667,134.0833,25.85,84,100,4.53,ID,1710013781
459,makungu,-8.7333,35.2833,18.0,97,54,1.05,TZ,1710013781
460,nuuk,64.1835,-51.7216,-10.66,67,20,4.12,GL,1710013782
461,solnechnyy,50.7214,136.6319,-21.65,95,68,1.64,RU,1710013782
462,berezovyy,51.6667,135.7,-17.48,94,50,1.84,RU,1710013782
463,nizhneudinsk,54.9076,99.0276,-13.32,97,67,1.57,RU,1710013783
464,alaghsas,17.0187,8.0168,30.52,10,10,6.18,NE,1710013783
465,haradok,55.4624,29.9816,-2.93,75,35,1.85,BY,1710013783
466,shingu,33.7333,135.9833,0.81,74,3,2.56,JP,1710013784
467,castro alves,-12.7656,-39.4283,29.83,54,30,4.71,BR,1710013784
468,sotnikovskoye,45.0039,43.7772,1.85,64,65,2.71,RU,1710013785
469,sittwe,20.15,92.9,20.84,42,0,5.56,MM,1710013785
470,alenquer,-1.9417,-54.7383,27.04,90,98,1.62,BR,1710013785
471,sulzbach-rosenberg,49.4983,11.7517,9.44,83,82,1.9,DE,1710013786
472,dodola,6.9833,39.1833,14.01,77,39,1.27,ET,1710013786
473,kirensk,57.7853,108.1119,-11.69,96,100,1.34,RU,1710013786
474,sao joao da barra,-21.6403,-41.0511,29.05,85,77,7.01,BR,1710013787
475,namsos,64.4662,11.4957,0.03,64,1,5.66,NO,1710013787
476,jiayuguan,39.8167,98.3,1.44,42,0,2.66,CN,1710013787
477,raton,36.9034,-104.4391,5.34,36,0,3.6,US,1710013787
478,da nang,16.0678,108.2208,23.99,78,75,0.51,VN,1710013788
479,tolbazy,54.0241,55.8825,-11.09,97,100,1.68,RU,1710013788
480,sawakin,19.1059,37.3321,23.6,57,7,2.54,SD,1710013788
481,douglas,41.3,-96.167,11.03,31,0,5.14,US,1710013789
482,sinop,41.7711,34.8709,0.14,93,59,0.75,TR,1710013789
483,buon ma thuot,12.6667,108.05,20.09,88,93,2.38,VN,1710013789
484,sao tome,0.3365,6.7273,28.3,73,100,3.04,ST,1710013790
485,machiques,10.0644,-72.545,36.25,45,29,4.71,VE,1710013790
486,ancud,-41.8697,-73.8203,14.36,69,85,3.31,CL,1710013790
487,chifeng,42.2683,118.9636,-1.26,51,16,2.53,CN,1710013791
488,pariaman,-0.619,100.12,26.03,89,100,1.55,ID,1710013791
489,papao,-17.75,-149.55,29.82,81,100,6.28,PF,1710013791
490,alice springs,-23.7,133.8833,23.75,61,8,3.09,AU,1710013649
491,saudarkrokur,65.7461,-19.6394,-1.41,77,99,4.17,IS,1710013792
492,colares,38.7992,-9.4469,12.92,87,40,14.31,PT,1710013792
493,hirara,24.8,125.2833,17.92,67,75,4.63,JP,1710013792
494,port douglas,-16.4833,145.4667,26.73,85,100,8.35,AU,1710013793
495,saint-pierre,-21.3393,55.4781,24.82,78,1,3.09,RE,1710013793
496,balsas,-7.5325,-46.0356,32.09,57,72,1.33,BR,1710013793
497,chinde,26.8418,88.0763,10.87,38,0,2.39,NP,1710013793
498,barcelos,41.5388,-8.6151,11.08,92,99,3.15,PT,1710013793
499,moratuwa,6.773,79.8816,26.01,86,100,1.45,LK,1710013794
500,ola,59.5833,151.2833,-11.03,92,100,3.87,RU,1710013794
501,abong mbang,3.9833,13.1833,23.07,82,84,1.37,CM,1710013795
502,koryazhma,61.3143,47.1691,-20.05,100,95,0.57,RU,1710013795
503,tarrafal de sao nicolau,16.5667,-24.3667,21.49,72,7,9.72,CV,1710013795
504,kencong,-8.2833,113.3667,25.03,89,100,1.85,ID,1710013796
505,pajapan,18.25,-94.7,29.64,58,9,4.67,MX,1710013796
506,vapnyarka,48.5348,28.7436,3.04,54,2,0.85,UA,1710013796
507,qui nhon,13.7667,109.2333,22.96,92,100,2.96,VN,1710013797
508,kismayo,-0.3582,42.5454,27.91,74,5,5.38,SO,1710013797
509,westport,41.1415,-73.3579,6.42,85,100,7.72,US,1710013797
510,katsuura,35.1333,140.3,4.66,53,0,6.5,JP,1710013798
511,thurso,58.5927,-3.5259,6.14,80,100,9.31,GB,1710013798
512,narasannapeta,18.4167,84.05,25.29,81,27,1.46,IN,1710013798
513,myitkyina,25.3833,97.4,14.96,41,0,0.94,MM,1710013799
514,weiser,44.251,-116.9693,4.8,61,100,2.24,US,1710013799
515,kapuskasing,49.4169,-82.4331,-6.95,86,100,7.2,CA,1710013799
516,mahibadhoo,3.7833,72.9667,27.4,76,17,3.35,MV,1710013800
517,greenland,43.0362,-70.8328,5.22,81,100,5.66,US,1710013800
518,goundam,16.4145,-3.6708,30.61,9,32,2.42,ML,1710013801
519,arteche,12.2645,125.4048,24.32,79,96,3.1,PH,1710013801
520,zhangye,38.9342,100.4517,3.08,48,100,2.95,CN,1710013801
521,guerrero negro,27.9769,-114.0611,21.9,33,100,2.97,MX,1710013802
522,kamina,-8.7386,24.9906,19.3,95,90,1.12,CD,1710013802
523,agat village,13.3886,144.6585,27.06,89,0,3.6,GU,1710013802
524,majalgaon,19.15,76.2333,26.51,23,0,2.61,IN,1710013803
525,new norfolk,-42.7826,147.0587,24.72,68,100,1.7,AU,1710013803
526,sile,41.1754,29.6133,9.2,68,88,0.89,TR,1710013804
527,fort mcmurray,56.7268,-111.381,6.77,42,0,4.63,CA,1710013388
528,santa isabel,-23.3156,-46.2214,30.61,78,47,2.84,BR,1710013805
529,el calafate,-50.3408,-72.2768,11.31,61,99,6.17,AR,1710013805
530,moengo,5.6167,-54.4,31.88,48,56,3.77,SR,1710013805
531,karak,31.1667,35.75,9.17,69,16,2.03,JO,1710013806
532,bardai,11.65,7.2333,29.32,12,78,2.36,NG,1710013806
533,pagar alam,-4.0167,103.2667,20.37,98,100,0.83,ID,1710013807
534,dayr hafir,36.1569,37.7078,9.73,79,0,4.1,SY,1710013807
535,sovetskiy,61.3614,63.5842,-23.16,100,84,1.75,RU,1710013808
536,la'ie,21.6477,-157.9253,24.66,78,100,2.68,US,1710013808
537,vila franca do campo,37.7167,-25.4333,16.23,91,39,5.1,PT,1710013808
538,kharkhorin,47.1975,102.8238,-10.61,83,90,2.96,MN,1710013809
539,alta,69.9689,23.2717,1.59,87,75,1.54,NO,1710013640
540,hammerfest,70.6634,23.6821,4.25,93,75,5.14,NO,1710013809
541,qarauyl,48.9451,79.255,0.68,72,98,6.13,KZ,1710013810
542,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-12.31,94,99,2.64,RU,1710013810
543,ujae,8.9322,165.7642,26.73,80,79,11.64,MH,1710013811
544,shirochanka,46.6497,38.3978,2.82,75,15,4.33,RU,1710013811
545,suez,29.9737,32.5263,16.34,61,100,4.23,EG,1710013812
546,cill airne,52.05,-9.5167,7.03,87,100,3.6,IE,1710013812
547,plouzane,48.3833,-4.6167,8.1,87,75,3.09,FR,1710013812
548,kayenta,36.7278,-110.2546,6.76,28,0,1.41,US,1710013812
549,san antonio,29.4241,-98.4936,18.25,47,0,7.72,US,1710013296
550,bozdar wada,27.1828,68.636,22.03,19,93,2.55,PK,1710013813
551,kerben,40.2951,72.1863,4.28,59,100,1.54,KG,1710013814
552,ariquemes,-9.9133,-63.0408,31.45,64,100,0.57,BR,1710013814
553,iwaki,37.05,140.8833,1.74,77,20,3.04,JP,1710013814
554,olyokminsk,60.3736,120.4264,-15.74,93,100,2.88,RU,1710013815
555,lossiemouth,57.7214,-3.2834,5.95,81,100,6.17,GB,1710013815
556,akrehamn,59.2667,5.1833,3.56,60,0,3.09,NO,1710013816
557,ndende,-2.4008,11.3581,24.23,96,78,2.17,GA,1710013816
558,dhuusamarreeb,5.535,46.3861,25.93,66,0,7.56,SO,1710013816
559,maxixe,-23.8597,35.3472,27.9,78,40,5.36,MZ,1710013817
560,nyrob,60.733,56.7202,-16.21,97,100,2.1,RU,1710013817
561,general villegas,-35.0328,-63.0125,30.01,26,0,4.47,AR,1710013817
562,mu'minobod,38.1085,70.0285,8.35,76,100,2.61,TJ,1710013817
563,sunyani,7.3399,-2.3268,26.11,76,100,3.43,GH,1710013656
564,callao,-12.0667,-77.15,26.16,65,0,3.6,PE,1710013599
565,san paolo di civitate,41.7383,15.2602,11.4,90,36,3.91,IT,1710013818
566,nagqu,31.5,92.0,-8.32,15,83,2.36,CN,1710013819
567,perbaungan,3.5679,98.956,26.06,89,100,1.27,ID,1710013819
568,lincheng,19.9078,109.6858,21.95,89,100,5.93,CN,1710013819
569,yayva,59.3303,57.2641,-9.35,100,100,1.38,RU,1710013820
570,yangambi,0.8102,24.4336,23.47,88,89,1.36,CD,1710013820
571,buta,2.7858,24.73,28.38,46,95,0.53,CD,1710013821
572,bosaso,11.2842,49.1816,26.81,80,60,0.63,SO,1710013821
573,tezu,27.9167,96.1667,17.7,38,74,2.09,IN,1710013821
574,midvagur,62.0511,-7.1939,5.46,65,75,4.63,FO,1710013821
575,saint-joseph,-21.3667,55.6167,24.21,85,12,3.66,RE,1710013822
576,zapolyarnyy,69.4154,30.8136,0.6,97,99,2.71,RU,1710013823
577,paramonga,-10.6667,-77.8333,25.4,74,93,4.43,PE,1710013823
578,kolonia town,6.964,158.206,28.0,78,75,4.12,FM,1710013824
579,chengdu,30.6667,104.0667,10.94,87,40,0.0,CN,1710013825
580,argo,37.6333,22.7333,11.55,83,100,0.95,GR,1710013825
581,kilindoni,-7.9139,39.6668,28.9,76,31,3.83,TZ,1710013826
582,oranjestad,12.524,-70.027,30.97,70,75,9.77,AW,1710013826
583,pago pago,-14.2781,-170.7025,27.55,89,100,1.03,AS,1710013709
584,laguna,38.421,-121.4238,16.14,66,0,4.12,US,1710013827
585,kloulklubed,7.0419,134.2556,27.28,80,100,7.69,PW,1710013828
586,swanage,50.6092,-1.9626,9.38,89,100,7.15,GB,1710013828
587,umm kaddadah,13.6017,26.6876,26.78,11,6,4.93,SD,1710013828
588,holualoa,19.6228,-155.9522,24.37,77,20,4.12,US,1710013829
589,batac city,18.0554,120.5649,22.54,79,98,3.77,PH,1710013829
590,dhidhdhoo,6.8833,73.1,27.83,73,0,3.78,MV,1710013830
591,khandyga,62.6667,135.6,-29.87,100,98,0.17,RU,1710013830
592,maragogi,-9.0122,-35.2225,28.76,72,99,4.47,BR,1710013830
593,boundiali,9.5217,-6.4869,28.53,56,93,2.01,CI,1710013831
594,inari,68.906,27.0288,2.11,95,91,2.1,FI,1710013832
595,baringo,0.4667,35.9667,26.79,45,48,1.4,KE,1710013832
